statement,original_label,binary_label,true_id,predicted_id,predicted_label,prob_fake,prob_real,confidence,correct,error_type,token_length
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,false,FAKE,0,1,REAL,0.46914124488830566,0.5308587551116943,0.5308587551116943,False,FAKE_TO_REAL,25
"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",mostly-true,REAL,1,0,FAKE,0.9238967299461365,0.07610328495502472,0.9238967299461365,False,REAL_TO_FAKE,21
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,barely-true,FAKE,0,1,REAL,0.2648298740386963,0.7351701259613037,0.7351701259613037,False,FAKE_TO_REAL,22
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,mostly-true,REAL,1,0,FAKE,0.9779415726661682,0.022058449685573578,0.9779415726661682,False,REAL_TO_FAKE,20
Republican-leaning states get more in federal dollars than they pay in taxes.,mostly-true,REAL,1,0,FAKE,0.5580525398254395,0.4419475197792053,0.5580525398254395,False,REAL_TO_FAKE,17
"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",half-true,FAKE,0,1,REAL,0.23551233112812042,0.7644876837730408,0.7644876837730408,False,FAKE_TO_REAL,23
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",barely-true,FAKE,0,1,REAL,0.2635325491428375,0.7364675402641296,0.7364675402641296,False,FAKE_TO_REAL,47
"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",mostly-true,REAL,1,0,FAKE,0.9878247976303101,0.012175262905657291,0.9878247976303101,False,REAL_TO_FAKE,43
"Says Crist campaign website ""has eliminated all references to our Republican Party.""",false,FAKE,0,1,REAL,0.19769009947776794,0.8023098707199097,0.8023098707199097,False,FAKE_TO_REAL,18
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,mostly-true,REAL,1,0,FAKE,0.960850715637207,0.03914935141801834,0.960850715637207,False,REAL_TO_FAKE,31
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,true,REAL,1,0,FAKE,0.9556921720504761,0.04430786892771721,0.9556921720504761,False,REAL_TO_FAKE,48
"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",half-true,FAKE,0,1,REAL,0.40724852681159973,0.5927514433860779,0.5927514433860779,False,FAKE_TO_REAL,20
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",false,FAKE,0,1,REAL,0.02462148480117321,0.9753784537315369,0.9753784537315369,False,FAKE_TO_REAL,34
Weve doubled the production of clean energy.,mostly-true,REAL,1,0,FAKE,0.7014672160148621,0.29853278398513794,0.7014672160148621,False,REAL_TO_FAKE,11
The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,true,REAL,1,0,FAKE,0.6793026328086853,0.3206973373889923,0.6793026328086853,False,REAL_TO_FAKE,26
"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",mostly-true,REAL,1,0,FAKE,0.6787111759185791,0.3212888538837433,0.6787111759185791,False,REAL_TO_FAKE,41
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",barely-true,FAKE,0,1,REAL,0.24031324684619904,0.7596867084503174,0.7596867084503174,False,FAKE_TO_REAL,33
Capital Metro originally said MetroRails yearly operating costs would be about $2.5 million. Last year ... it cost $13 million to operate.,half-true,FAKE,0,1,REAL,0.2543114721775055,0.7456884980201721,0.7456884980201721,False,FAKE_TO_REAL,34
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,true,REAL,1,0,FAKE,0.5008574724197388,0.499142587184906,0.5008574724197388,False,REAL_TO_FAKE,31
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,mostly-true,REAL,1,0,FAKE,0.9934315085411072,0.006568504497408867,0.9934315085411072,False,REAL_TO_FAKE,23
At least a quarter of those apprehended at the border have criminal records.,false,FAKE,0,1,REAL,0.20115718245506287,0.7988427877426147,0.7988427877426147,False,FAKE_TO_REAL,19
"When it comes to jobless workers, Mitt Romney says he likes to fire people.",false,FAKE,0,1,REAL,0.1617293506860733,0.8382706642150879,0.8382706642150879,False,FAKE_TO_REAL,20
"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",half-true,FAKE,0,1,REAL,0.03127242997288704,0.9687275290489197,0.9687275290489197,False,FAKE_TO_REAL,33
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",pants-fire,FAKE,0,1,REAL,0.17416609823703766,0.8258339166641235,0.8258339166641235,False,FAKE_TO_REAL,32
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",true,REAL,1,0,FAKE,0.7935135364532471,0.20648643374443054,0.7935135364532471,False,REAL_TO_FAKE,28
Says the cascading effects of climate change contributed to the rise of ISIS.,mostly-true,REAL,1,0,FAKE,0.9793563485145569,0.02064373344182968,0.9793563485145569,False,REAL_TO_FAKE,18
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",half-true,FAKE,0,1,REAL,0.26014453172683716,0.7398554682731628,0.7398554682731628,False,FAKE_TO_REAL,46
"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",barely-true,FAKE,0,1,REAL,0.281877726316452,0.7181222438812256,0.7181222438812256,False,FAKE_TO_REAL,22
Says George LeMieux even compared Marco Rubio to Barack Obama.,barely-true,FAKE,0,1,REAL,0.3836618661880493,0.6163381934165955,0.6163381934165955,False,FAKE_TO_REAL,16
Says Tim Kaine actually tried to raise taxes by about $4 billion.,mostly-true,REAL,1,0,FAKE,0.8873787522315979,0.1126212328672409,0.8873787522315979,False,REAL_TO_FAKE,17
Says Marco Rubio is proposing a new $1 trillion welfare program in tax credits and $1 trillion in new military spending.,mostly-true,REAL,1,0,FAKE,0.7604891657829285,0.23951074481010437,0.7604891657829285,False,REAL_TO_FAKE,27
Female buffalo lead the herd.,mostly-true,REAL,1,0,FAKE,0.838773250579834,0.1612267941236496,0.838773250579834,False,REAL_TO_FAKE,8
Says his budget provides the highest state funding level in history for education.,half-true,FAKE,0,1,REAL,0.2169385403394699,0.7830613851547241,0.7830613851547241,False,FAKE_TO_REAL,16
Ive been here almost every day.,barely-true,FAKE,0,1,REAL,0.047201354056596756,0.9527986645698547,0.9527986645698547,False,FAKE_TO_REAL,10
Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,barely-true,FAKE,0,1,REAL,0.46233925223350525,0.5376607179641724,0.5376607179641724,False,FAKE_TO_REAL,25
Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,false,FAKE,0,1,REAL,0.37508031725883484,0.6249196529388428,0.6249196529388428,False,FAKE_TO_REAL,34
